Date,Open,Close
1997-05-15,0.1219,0.0979
1997-05-16,0.0984,0.0865
1997-05-19,0.088,0.0854
1997-05-20,0.0865,0.0818
1997-05-21,0.0818,0.0714
1997-05-22,0.0719,0.0698
1997-05-23,0.0703,0.075
1997-05-27,0.0755,0.0792
1997-05-28,0.0812,0.0766
1997-05-29,0.0771,0.0753
1997-05-30,0.075,0.075
1997-06-02,0.0755,0.0755
1997-06-03,0.0766,0.074
1997-06-04,0.074,0.0708
1997-06-05,0.0708,0.0771
1997-06-06,0.0758,0.0828
1997-06-09,0.0828,0.0844
1997-06-10,0.0854,0.0792
1997-06-11,0.0797,0.0771
1997-06-12,0.0792,0.0802
1997-06-13,0.0812,0.0792
1997-06-16,0.0802,0.0786
1997-06-17,0.0799,0.0753
1997-06-18,0.076,0.0755
1997-06-19,0.0755,0.0755
1997-06-20,0.0766,0.0763
1997-06-23,0.0771,0.075
1997-06-24,0.0753,0.0755
1997-06-25,0.0763,0.0755
1997-06-26,0.076,0.0755
1997-06-27,0.0758,0.0745
1997-06-30,0.0755,0.0771
1997-07-01,0.0771,0.0758
1997-07-02,0.0758,0.0794
1997-07-03,0.0799,0.0956
1997-07-07,0.0917,0.1
1997-07-08,0.1021,0.1151
1997-07-09,0.1151,0.1161
1997-07-10,0.1167,0.1281
1997-07-11,0.126,0.1146
1997-07-14,0.1161,0.1068
1997-07-15,0.1068,0.1219
1997-07-16,0.1224,0.1167
1997-07-17,0.1172,0.1109
1997-07-18,0.1094,0.1078
1997-07-21,0.1089,0.1091
1997-07-22,0.1083,0.1068
1997-07-23,0.1094,0.1146
1997-07-24,0.1151,0.113
1997-07-25,0.1109,0.1115
1997-07-28,0.1115,0.1161
1997-07-29,0.1182,0.124
1997-07-30,0.125,0.1224
1997-07-31,0.1219,0.1198
1997-08-01,0.1172,0.1208
1997-08-04,0.1187,0.1156
1997-08-05,0.1167,0.1104
1997-08-06,0.1104,0.1125
1997-08-07,0.1125,0.1089
1997-08-08,0.1083,0.1146
1997-08-11,0.1146,0.1164
1997-08-12,0.1141,0.1099
1997-08-13,0.1115,0.1099
1997-08-14,0.1089,0.1078
1997-08-15,0.1068,0.1057
1997-08-18,0.1026,0.1021
1997-08-19,0.1047,0.1083
1997-08-20,0.1094,0.1083
1997-08-21,0.1068,0.1057
1997-08-22,0.1052,0.1063
1997-08-25,0.1052,0.1109
1997-08-26,0.112,0.1172
1997-08-27,0.1154,0.1159
1997-08-28,0.1151,0.1187
1997-08-29,0.1182,0.1169
1997-09-02,0.1172,0.1177
1997-09-03,0.1172,0.1167
1997-09-04,0.1182,0.1276
1997-09-05,0.1292,0.125
1997-09-08,0.1266,0.15
1997-09-09,0.157,0.162
1997-09-10,0.1656,0.1651
1997-09-11,0.1667,0.1578
1997-09-12,0.1594,0.1844
1997-09-15,0.1833,0.1547
1997-09-16,0.1562,0.1677
1997-09-17,0.1729,0.1703
1997-09-18,0.1719,0.1646
1997-09-19,0.169,0.1974
1997-09-22,0.2,0.225
1997-09-23,0.2245,0.2313
1997-09-24,0.2323,0.2188
1997-09-25,0.2172,0.2039
1997-09-26,0.2036,0.2083
1997-09-29,0.2073,0.2021
1997-09-30,0.2,0.2169
1997-10-01,0.2219,0.201
1997-10-02,0.2021,0.2005
1997-10-03,0.2042,0.2008
1997-10-06,0.2,0.2062
1997-10-07,0.2042,0.2029
1997-10-08,0.2073,0.2003
1997-10-09,0.2,0.1875
1997-10-10,0.1865,0.1951
1997-10-13,0.1964,0.2
1997-10-14,0.2031,0.199
1997-10-15,0.1984,0.1961
1997-10-16,0.199,0.1813
1997-10-17,0.1807,0.1813
1997-10-20,0.1839,0.1911
1997-10-21,0.1979,0.2214
1997-10-22,0.2208,0.226
1997-10-23,0.2115,0.225
1997-10-24,0.2375,0.2513
1997-10-27,0.2401,0.2135
1997-10-28,0.1958,0.2474
1997-10-29,0.2573,0.2695
1997-10-30,0.2604,0.2562
1997-10-31,0.2682,0.2542
1997-11-03,0.2609,0.2536
1997-11-04,0.25,0.2479
1997-11-05,0.249,0.2438
1997-11-06,0.2458,0.2331
1997-11-07,0.2208,0.224
1997-11-10,0.225,0.2104
1997-11-11,0.2122,0.1974
1997-11-12,0.1888,0.1885
1997-11-13,0.1974,0.193
1997-11-14,0.1969,0.2083
1997-11-17,0.2115,0.2188
1997-11-18,0.2188,0.2208
1997-11-19,0.2203,0.2255
1997-11-20,0.2286,0.2292
1997-11-21,0.2276,0.2245
1997-11-24,0.2188,0.2115
1997-11-25,0.212,0.2102
1997-11-26,0.212,0.213
1997-11-28,0.2135,0.2062
1997-12-01,0.212,0.2135
1997-12-02,0.213,0.2117
1997-12-03,0.2099,0.2182
1997-12-04,0.2201,0.225
1997-12-05,0.2219,0.2297
1997-12-08,0.2271,0.2354
1997-12-09,0.2333,0.2344
1997-12-10,0.2292,0.2255
1997-12-11,0.2198,0.2344
1997-12-12,0.2323,0.2271
1997-12-15,0.2292,0.2292
1997-12-16,0.2323,0.2229
1997-12-17,0.2188,0.2195
1997-12-18,0.2177,0.2146
1997-12-19,0.2115,0.225
1997-12-22,0.225,0.2349
1997-12-23,0.2344,0.2313
1997-12-24,0.2313,0.2302
1997-12-26,0.2281,0.226
1997-12-29,0.2292,0.2375
1997-12-30,0.2417,0.2424
1997-12-31,0.2438,0.251
1998-01-02,0.25,0.2479
1998-01-05,0.2443,0.2375
1998-01-06,0.2349,0.2419
1998-01-07,0.2417,0.2391
1998-01-08,0.2349,0.2307
1998-01-09,0.2333,0.213
1998-01-12,0.2083,0.2151
