Date,Open,Close
2012-05-18,41.7924,37.9958
2012-05-21,36.3062,33.8215
2012-05-22,32.4102,30.8101
2012-05-23,31.1778,31.8039
2012-05-24,32.7481,32.8276
2012-05-25,32.6984,31.7145
2012-05-29,31.2871,28.6633
2012-05-30,28.5242,28.0173
2012-05-31,28.3751,29.4186
2012-06-01,28.713,27.5502
2012-06-04,27.0333,26.7352
2012-06-05,26.5364,25.7115
2012-06-06,25.9103,26.6457
2012-06-07,26.8346,26.1488
2012-06-08,26.3873,26.934
2012-06-11,27.0135,26.8445
2012-06-12,27.3116,27.2321
2012-06-13,27.4905,27.1029
2012-06-14,27.4806,28.1167
2012-06-15,28.3353,29.8261
2012-06-18,29.7764,31.2176
2012-06-19,31.3468,31.7145
2012-06-20,31.7244,31.4064
2012-06-21,31.476,31.6449
2012-06-22,32.2114,32.8475
2012-06-25,32.6587,31.8636
2012-06-26,32.4897,32.8972
2012-06-27,32.2611,32.0325
2012-06-28,31.7642,31.1679
2012-06-29,31.7244,30.9095
2012-07-02,31.0585,30.5815
2012-07-03,30.7206,31.0088
2012-07-05,31.1281,31.2772
2012-07-06,31.2474,31.5356
2012-07-09,31.9033,31.9729
2012-07-10,32.2313,31.2772
2012-07-11,31.2871,30.7802
2012-07-12,30.5119,30.6212
2012-07-13,30.8498,30.5318
2012-07-16,30.3131,28.0769
2012-07-17,28.3055,27.9179
2012-07-18,28.1365,28.9316
2012-07-19,29.2298,28.8223
2012-07-20,28.8223,28.5838
2012-07-23,27.9477,28.5739
2012-07-24,28.6434,28.2757
2012-07-25,28.2161,29.1602
2012-07-26,27.58,26.6855
2012-07-27,23.0479,23.5647
2012-07-30,23.853,23.0082
2012-07-31,23.2268,21.577
2012-08-01,21.3683,20.7521
2012-08-02,20.6427,19.9172
2012-08-03,20.2353,20.9608
2012-08-06,21.2589,21.7857
2012-08-07,22.064,20.593
2012-08-08,20.5831,20.593
2012-08-09,20.6229,20.8813
2012-08-10,21.2788,21.6764
2012-08-13,22.0143,21.4677
2012-08-14,21.2788,20.2551
2012-08-15,20.5135,21.0701
2012-08-16,20.3148,19.7483
2012-08-17,19.8874,18.9333
2012-08-20,18.9333,19.8874
2012-08-21,19.46,19.0426
2012-08-22,19.2414,19.3209
2012-08-23,19.3805,19.3209
2012-08-24,19.4004,19.2911
2012-08-27,19.3706,19.0327
2012-08-28,18.983,19.2215
2012-08-29,19.2016,18.983
2012-08-30,19.1519,18.973
2012-08-31,18.5655,17.9493
2012-09-04,17.9692,17.6214
