Date,Open,Close
1986-03-13,0.0542,0.0595
1986-03-14,0.0595,0.0616
1986-03-17,0.0616,0.0627
1986-03-18,0.0627,0.0611
1986-03-19,0.0611,0.06
1986-03-20,0.06,0.0584
1986-03-21,0.0584,0.0568
1986-03-24,0.0568,0.0553
1986-03-25,0.0553,0.0563
1986-03-26,0.0563,0.0579
1986-03-27,0.0579,0.059
1986-03-31,0.059,0.0584
1986-04-01,0.0584,0.0579
1986-04-02,0.0579,0.0584
1986-04-03,0.059,0.059
1986-04-04,0.059,0.059
1986-04-07,0.059,0.0579
1986-04-08,0.0579,0.0584
1986-04-09,0.0584,0.0595
1986-04-10,0.0595,0.06
1986-04-11,0.0606,0.0611
1986-04-14,0.0611,0.0616
1986-04-15,0.0616,0.0616
1986-04-16,0.0616,0.0638
1986-04-17,0.0638,0.0643
1986-04-18,0.0643,0.0622
1986-04-21,0.0622,0.0622
1986-04-22,0.0622,0.0611
1986-04-23,0.0611,0.0614
1986-04-24,0.0614,0.0675
1986-04-25,0.068,0.0717
1986-04-28,0.0717,0.0723
1986-04-29,0.0723,0.0701
1986-04-30,0.0701,0.0685
1986-05-01,0.0685,0.0675
1986-05-02,0.0675,0.0675
1986-05-05,0.0675,0.0669
1986-05-06,0.0675,0.0675
1986-05-07,0.0675,0.0675
1986-05-08,0.0675,0.068
1986-05-09,0.068,0.0675
1986-05-12,0.0675,0.068
1986-05-13,0.068,0.0685
1986-05-14,0.0685,0.068
1986-05-15,0.068,0.068
1986-05-16,0.068,0.0685
1986-05-19,0.0685,0.0675
1986-05-20,0.0675,0.0669
1986-05-21,0.0669,0.0659
1986-05-22,0.0659,0.0659
1986-05-23,0.0659,0.0659
1986-05-27,0.0659,0.068
1986-05-28,0.068,0.0701
1986-05-29,0.0701,0.0717
1986-05-30,0.0723,0.0744
1986-06-02,0.0744,0.0723
1986-06-03,0.0723,0.0723
1986-06-04,0.0723,0.0717
1986-06-05,0.0717,0.0728
1986-06-06,0.0728,0.0728
1986-06-09,0.0728,0.0696
1986-06-10,0.0696,0.0696
1986-06-11,0.0696,0.0696
1986-06-12,0.0696,0.0669
1986-06-13,0.0669,0.0669
1986-06-16,0.0669,0.0664
1986-06-17,0.0669,0.0675
1986-06-18,0.0675,0.0669
1986-06-19,0.0669,0.0664
1986-06-20,0.0664,0.0667
1986-06-23,0.0667,0.0675
1986-06-24,0.0675,0.0669
1986-06-25,0.0669,0.0659
1986-06-26,0.0659,0.0638
1986-06-27,0.0638,0.0632
1986-06-30,0.0632,0.0653
1986-07-01,0.0653,0.0653
1986-07-02,0.0653,0.0653
1986-07-03,0.0659,0.0664
1986-07-07,0.0664,0.0638
1986-07-08,0.0638,0.0622
1986-07-09,0.0622,0.0595
1986-07-10,0.0595,0.0579
1986-07-11,0.0579,0.0595
1986-07-14,0.0579,0.0587
1986-07-15,0.0587,0.0595
1986-07-16,0.06,0.0616
1986-07-17,0.0616,0.0627
1986-07-18,0.0627,0.0632
1986-07-21,0.0632,0.0632
1986-07-22,0.0632,0.0653
1986-07-23,0.0653,0.0638
1986-07-24,0.0648,0.0659
1986-07-25,0.0659,0.0664
1986-07-28,0.0664,0.0648
1986-07-29,0.0648,0.0632
1986-07-30,0.0632,0.0611
1986-07-31,0.0611,0.0606
1986-08-01,0.0606,0.06
1986-08-04,0.06,0.06
1986-08-05,0.06,0.0595
1986-08-06,0.0595,0.059
1986-08-07,0.059,0.0584
1986-08-08,0.0584,0.059
1986-08-11,0.06,0.0611
1986-08-12,0.0611,0.0627
1986-08-13,0.0627,0.0632
1986-08-14,0.0632,0.0648
1986-08-15,0.0648,0.0651
1986-08-18,0.0651,0.0643
1986-08-19,0.0643,0.0643
1986-08-20,0.0643,0.0638
1986-08-21,0.0638,0.0638
1986-08-22,0.0638,0.0627
1986-08-25,0.0627,0.0627
1986-08-26,0.0627,0.0622
1986-08-27,0.0622,0.0622
1986-08-28,0.0622,0.0622
1986-08-29,0.0622,0.0606
1986-09-02,0.0606,0.059
1986-09-03,0.0584,0.0574
1986-09-04,0.0584,0.0622
1986-09-05,0.0622,0.0648
1986-09-08,0.0648,0.0643
1986-09-09,0.0643,0.0653
1986-09-10,0.0653,0.0643
1986-09-11,0.0643,0.0616
1986-09-12,0.0616,0.06
1986-09-15,0.06,0.0611
1986-09-16,0.0611,0.0611
1986-09-17,0.0611,0.0627
1986-09-18,0.0627,0.0632
1986-09-19,0.0632,0.0632
1986-09-22,0.0632,0.0627
1986-09-23,0.0627,0.0638
1986-09-24,0.0638,0.063
1986-09-25,0.063,0.0616
1986-09-26,0.0616,0.0616
1986-09-29,0.0616,0.06
1986-09-30,0.06,0.06
1986-10-01,0.06,0.0595
1986-10-02,0.0595,0.0595
1986-10-03,0.0595,0.06
1986-10-06,0.0616,0.0648
1986-10-07,0.0648,0.0661
1986-10-08,0.0661,0.068
1986-10-09,0.068,0.0701
1986-10-10,0.0701,0.0733
1986-10-13,0.0733,0.0701
1986-10-14,0.0707,0.0712
1986-10-15,0.0712,0.0744
1986-10-16,0.0744,0.0744
1986-10-17,0.0744,0.0765
1986-10-20,0.0765,0.077
1986-10-21,0.0776,0.0802
1986-10-22,0.0802,0.0802
1986-10-23,0.0802,0.0802
1986-10-24,0.0802,0.0797
1986-10-27,0.0802,0.0823
1986-10-28,0.0823,0.0842
1986-10-29,0.0842,0.0818
1986-10-30,0.0818,0.0834
1986-10-31,0.0834,0.0823
1986-11-03,0.0829,0.0839
1986-11-04,0.0839,0.0871
1986-11-05,0.0871,0.0924
1986-11-06,0.0924,0.0946
1986-11-07,0.0946,0.094
1986-11-10,0.094,0.0903
1986-11-11,0.0908,0.0908
1986-11-12,0.0908,0.0908
1986-11-13,0.0908,0.0895
1986-11-14,0.0895,0.0903
1986-11-17,0.0903,0.0908
1986-11-18,0.0908,0.0861
1986-11-19,0.0861,0.0892
1986-11-20,0.0892,0.0962
1986-11-21,0.0967,0.0993
1986-11-24,0.0993,0.1073
1986-11-25,0.1073,0.1084
1986-11-26,0.1084,0.1073
1986-11-28,0.1073,0.1057
1986-12-01,0.1057,0.1036
1986-12-02,0.1041,0.1041
1986-12-03,0.1041,0.1033
1986-12-04,0.1033,0.1047
1986-12-05,0.1047,0.1041
1986-12-08,0.1041,0.1031
1986-12-09,0.1031,0.1025
1986-12-10,0.1025,0.1033
1986-12-11,0.1033,0.1041
1986-12-12,0.1041,0.1004
1986-12-15,0.1004,0.0977
1986-12-16,0.0983,0.0988
1986-12-17,0.0988,0.0999
1986-12-18,0.0999,0.1007
1986-12-19,0.1009,0.1031
1986-12-22,0.1031,0.1041
1986-12-23,0.1041,0.1052
1986-12-24,0.1052,0.1049
1986-12-26,0.1049,0.1047
1986-12-29,0.1047,0.1004
1986-12-30,0.1004,0.1015
1986-12-31,0.1015,0.1025
1987-01-02,0.1025,0.1015
1987-01-05,0.1015,0.1073
1987-01-06,0.1073,0.1089
1987-01-07,0.1089,0.1147
1987-01-08,0.1153,0.1185
1987-01-09,0.1185,0.1232
1987-01-12,0.1232,0.1312
1987-01-13,0.1302,0.1275
1987-01-14,0.1275,0.1275
1987-01-15,0.1275,0.1344
1987-01-16,0.1344,0.1312
1987-01-19,0.1312,0.136
1987-01-20,0.136,0.1381
1987-01-21,0.1381,0.144
1987-01-22,0.144,0.1583
1987-01-23,0.1583,0.1434
1987-01-26,0.1445,0.1461
1987-01-27,0.1461,0.1519
1987-01-28,0.1519,0.1525
1987-01-29,0.1525,0.1461
1987-01-30,0.1461,0.1554
1987-02-02,0.1554,0.1551
1987-02-03,0.1551,0.1525
1987-02-04,0.1525,0.153
1987-02-05,0.153,0.1519
1987-02-06,0.1519,0.1464
1987-02-09,0.1461,0.145
1987-02-10,0.145,0.1456
1987-02-11,0.1461,0.1525
1987-02-12,0.1525,0.1631
1987-02-13,0.1631,0.1615
1987-02-17,0.1615,0.1626
1987-02-18,0.1626,0.1525
1987-02-19,0.1519,0.1461
1987-02-20,0.1461,0.1445
1987-02-23,0.1445,0.1535
1987-02-24,0.1535,0.161
1987-02-25,0.161,0.1583
1987-02-26,0.1583,0.1642
1987-02-27,0.1642,0.1631
1987-03-02,0.1631,0.1583
1987-03-03,0.1583,0.1583
1987-03-04,0.1583,0.1695
1987-03-05,0.1695,0.1774
1987-03-06,0.1774,0.1769
1987-03-09,0.1769,0.1737
1987-03-10,0.1737,0.179
1987-03-11,0.1817,0.1817
1987-03-12,0.1817,0.1825
1987-03-13,0.1825,0.1758
1987-03-16,0.1753,0.1748
1987-03-17,0.1748,0.1806
1987-03-18,0.1817,0.1902
1987-03-19,0.1902,0.1939
1987-03-20,0.1939,0.1918
1987-03-23,0.1918,0.1905
1987-03-24,0.1859,0.1918
1987-03-25,0.1918,0.191
1987-03-26,0.191,0.1897
1987-03-27,0.1907,0.195
1987-03-30,0.195,0.2056
1987-03-31,0.2029,0.2056
1987-04-01,0.2056,0.1934
1987-04-02,0.1966,0.2019
1987-04-03,0.2019,0.212
1987-04-06,0.212,0.2109
1987-04-07,0.2109,0.1997
1987-04-08,0.1997,0.2056
1987-04-09,0.2056,0.2019
1987-04-10,0.2019,0.2032
1987-04-13,0.2029,0.1966
1987-04-14,0.1966,0.1997
1987-04-15,0.2013,0.204
1987-04-16,0.204,0.2093
1987-04-20,0.2093,0.2035
1987-04-21,0.2035,0.2067
1987-04-22,0.2067,0.2093
1987-04-23,0.2093,0.2093
1987-04-24,0.2093,0.2104
1987-04-27,0.2104,0.2104
1987-04-28,0.2104,0.2258
1987-04-29,0.2258,0.2194
1987-04-30,0.2194,0.221
1987-05-01,0.221,0.2231
1987-05-04,0.2231,0.2274
1987-05-05,0.2279,0.246
1987-05-06,0.246,0.2401
1987-05-07,0.2401,0.2513
1987-05-08,0.2518,0.2688
1987-05-11,0.2688,0.2614
1987-05-12,0.2614,0.2523
1987-05-13,0.2539,0.2587
1987-05-14,0.2587,0.2608
1987-05-15,0.2603,0.2534
1987-05-18,0.2534,0.2449
1987-05-19,0.2449,0.2364
1987-05-20,0.2353,0.2327
1987-05-21,0.2332,0.2369
1987-05-22,0.2369,0.23
1987-05-26,0.23,0.2327
1987-05-27,0.2327,0.2327
1987-05-28,0.2327,0.247
1987-05-29,0.247,0.2449
